"";"Reading";"Listening music";"Cinema";"Show";"Exhibition";"Computer";"Sport";"Walking";"Travelling";"Playing music";"Collecting";"Volunteering";"Mechanic";"Gardening";"Knitting";"Cooking";"Fishing";"TV";"Sex";"Age";"Marital status";"Profession";"nb.activitees"
"23061210";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(25,35]";"Single";"Employee";6
"23061310";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"4";"M";"(35,45]";"Single";"Management";12
"23061510";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"4";"F";"(55,65]";"Married";"Employee";5
"23061710";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"4";"F";"(45,55]";"Remarried";"Employee";12
"23061810";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(55,65]";"Single";"Management";5
"23062110";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(25,35]";"Single";"Unskilled worker";2
"23062310";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(25,35]";"Single";"Foreman";7
"23062410";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"F";"(35,45]";"Married";"Management";8
"23062710";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(55,65]";"Married";"Management";11
"23062810";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(45,55]";"Divorcee";"Employee";3
"23062910";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(25,35]";"Married";"Employee";2
"23063010";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"M";"[15,25]";"Single";"Employee";6
"23063110";"0";"1";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"2";"M";"(35,45]";"Single";NA;8
"23063310";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";NA;6
"23063410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(45,55]";"Married";"Employee";2
"23063510";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"F";"(45,55]";"Married";"Other";5
"23063710";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(45,55]";"Married";"Employee";3
"23063810";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"4";"F";"[15,25]";"Single";"Foreman";10
"23063910";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"F";"(45,55]";"Married";"Employee";7
"23064010";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"M";"(45,55]";"Married";"Technician";4
"23064110";"1";"1";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"4";"M";"(55,65]";"Married";"Foreman";10
"23064210";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"M";"(25,35]";"Married";"Management";7
"23064310";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"2";"M";"(25,35]";"Single";"Management";11
"23064510";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(45,55]";"Married";"Management";8
"23064910";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(65,75]";"Widower";"Employee";6
"23065010";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"F";"(65,75]";"Married";"Foreman";4
"23065210";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"F";"(35,45]";"Divorcee";"Foreman";14
"23065710";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(45,55]";"Married";NA;11
"23065810";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"4";"F";"(55,65]";"Married";"Management";8
"23066010";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"4";"M";"(25,35]";"Married";"Manual labourer";9
"23066110";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(35,45]";"Divorcee";"Employee";7
"23066210";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"1";"3";"M";"(35,45]";"Remarried";"Foreman";12
"23066310";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"F";"(45,55]";"Married";NA;3
"23066410";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"3";"F";"(25,35]";"Married";"Employee";11
"23066610";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"M";"(45,55]";"Married";"Manual labourer";4
"23066710";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"M";"(35,45]";"Single";"Management";8
"23066810";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"1";"0";"1";"1";"0";"3";"F";"(45,55]";"Married";"Management";13
"23066910";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"2";"F";"(25,35]";"Married";"Foreman";9
"23067010";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"[15,25]";"Single";NA;10
"23067510";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(45,55]";"Remarried";"Manual labourer";8
"23067610";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"M";"[15,25]";"Single";NA;9
"23067710";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"3";"M";"(45,55]";"Married";"Management";6
"23067810";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(35,45]";"Married";"Employee";7
"23068010";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"F";"(35,45]";"Married";"Employee";6
"23068110";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"3";"F";"(35,45]";"Married";"Employee";11
"23068210";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"[15,25]";"Single";NA;8
"23068410";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"[15,25]";"Single";NA;7
"23068510";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"3";"F";"(45,55]";"Married";"Employee";9
"23068610";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(25,35]";"Married";"Technician";10
"23068810";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(45,55]";"Married";"Employee";7
"23069410";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"2";"M";"(35,45]";"Married";"Management";11
"23069610";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"M";"(65,75]";"Remarried";"Foreman";3
"23069710";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"4";"M";"(25,35]";"Single";"Manual labourer";9
"23069810";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"3";"M";"(45,55]";"Married";"Foreman";5
"23069910";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(45,55]";"Married";"Management";6
"23070010";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"M";"(55,65]";"Remarried";"Management";9
"23070110";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"F";"(45,55]";"Married";"Employee";4
"23070210";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"F";"(45,55]";"Married";"Foreman";8
"23070410";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"M";"(35,45]";"Married";"Foreman";6
"23070610";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"[15,25]";"Single";"Employee";9
"23070710";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(35,45]";"Divorcee";"Unskilled worker";3
"23070910";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"3";"M";"(65,75]";"Married";"Foreman";5
"23071110";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"2";"M";"(35,45]";"Married";"Employee";9
"23071210";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(35,45]";"Married";"Manual labourer";4
"23071310";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"4";"M";"(25,35]";"Married";"Management";14
"23071410";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"4";"M";"(75,85]";"Single";"Foreman";7
"23071510";"1";"1";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"2";"F";"(45,55]";"Married";"Management";9
"23071610";"0";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(35,45]";"Married";"Foreman";7
"23071710";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"F";"(35,45]";"Married";"Employee";7
"23071810";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"2";"F";"(55,65]";"Married";"Employee";16
"23071910";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"F";"(35,45]";"Married";NA;10
"23072010";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"F";"(35,45]";"Married";"Employee";8
"23072110";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"F";"(25,35]";"Single";"Employee";3
"23072310";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(45,55]";"Married";"Unskilled worker";2
"23072410";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"2";"M";"(45,55]";"Single";"Management";7
"23072510";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"4";"F";"(45,55]";"Divorcee";"Employee";5
"23072610";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"4";"M";"(25,35]";"Single";"Technician";7
"23072710";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(65,75]";"Married";"Unskilled worker";0
"23072810";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"F";"(35,45]";"Married";"Management";4
"23072910";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"2";"F";"[15,25]";"Single";NA;14
"23073210";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"3";"F";"(35,45]";"Married";"Employee";14
"23073310";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"F";"(45,55]";"Married";"Management";6
"23073510";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2";"F";"(45,55]";"Married";"Employee";5
"23073810";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"3";"M";"(45,55]";"Married";"Employee";5
"23073910";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"2";"M";"(55,65]";"Remarried";"Manual labourer";12
"23074110";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"4";"F";"(35,45]";"Married";"Employee";11
"23074210";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"4";"F";"(55,65]";"Married";"Other";10
"23074410";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"M";"(25,35]";"Single";NA;10
"23074510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"2";"M";"(25,35]";"Married";"Manual labourer";4
"23074710";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(35,45]";"Married";"Employee";6
"23074810";"0";"0";"1";"1";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"1";"2";"F";"(45,55]";"Married";"Management";11
"23075010";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"3";"F";"(65,75]";"Widower";"Employee";8
"23075110";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"F";"(35,45]";"Married";"Employee";4
"23075210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"F";"(55,65]";"Remarried";"Employee";2
"23075310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"[15,25]";"Single";NA;2
"23075510";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"F";"(35,45]";"Married";"Employee";5
"23075810";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(35,45]";"Married";"Employee";3
"23076010";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(75,85]";"Divorcee";"Manual labourer";2
"23076110";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"F";"(55,65]";"Married";NA;4
"23076210";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"[15,25]";"Single";NA;3
"23076310";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"M";"(45,55]";"Married";"Manual labourer";9
"23076910";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"F";"(35,45]";"Remarried";NA;4
"23077010";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(25,35]";"Married";"Manual labourer";8
"23077110";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(25,35]";"Divorcee";"Employee";2
"23077210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(45,55]";"Married";"Foreman";1
"23077310";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"F";"(45,55]";"Remarried";"Employee";5
"23077410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(45,55]";"Married";"Employee";1
"23077510";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(45,55]";"Married";"Employee";5
"23077610";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(25,35]";"Single";NA;3
"23077710";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"3";"M";"(35,45]";"Divorcee";"Technician";9
"23077810";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"M";"(45,55]";"Married";"Technician";3
"23078010";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(45,55]";"Remarried";"Employee";5
"23078110";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(65,75]";"Married";"Management";4
"23078210";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"M";"(25,35]";"Single";"Technician";5
"23078410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(25,35]";"Married";"Employee";2
"23078610";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"4";"F";"(55,65]";"Married";"Other";11
"23078810";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"2";"M";"(35,45]";"Married";"Foreman";16
"23078910";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"4";"F";"(45,55]";"Married";"Foreman";9
"23079010";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(55,65]";"Widower";"Employee";5
"23079110";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"1";"F";"(45,55]";"Widower";"Foreman";12
"23079310";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(55,65]";"Remarried";"Manual labourer";4
"23079410";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"4";"M";"(45,55]";"Divorcee";NA;10
"23079510";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"M";"(45,55]";"Married";"Foreman";6
"23079610";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"4";"M";"(25,35]";"Single";"Management";10
"23079710";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(35,45]";"Married";"Employee";5
"23079810";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"2";"F";"(45,55]";"Married";NA;10
"23080110";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(25,35]";"Single";"Employee";6
"23080210";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"2";"M";"[15,25]";"Single";"Other";10
"23080310";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(35,45]";"Married";"Employee";3
"23080410";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"4";"M";"(55,65]";"Married";"Unskilled worker";5
"23080510";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"4";"M";"(55,65]";"Married";"Unskilled worker";8
"23080810";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"2";"M";"(35,45]";"Married";"Foreman";7
"23080910";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"4";"F";"(35,45]";"Remarried";"Foreman";8
"23081010";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"F";"(45,55]";"Married";"Technician";9
"23081110";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"2";"F";"(45,55]";"Married";"Employee";8
"23081210";"1";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"M";"(35,45]";"Married";"Management";9
"23081310";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"1";"3";"F";"(45,55]";"Divorcee";"Employee";13
"23081510";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"1";"1";"0";"1";"0";"4";"M";"(55,65]";"Married";"Manual labourer";12
"23081610";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(45,55]";"Married";"Employee";6
"23081810";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(45,55]";"Married";"Management";10
"23081910";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"1";"0";"4";"M";"(55,65]";"Remarried";"Management";10
"23082110";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"1";"0";"4";"M";"(25,35]";"Single";"Manual labourer";8
"23082210";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"1";"F";"(45,55]";"Married";"Employee";12
"23082410";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"2";"F";"(25,35]";"Remarried";"Employee";11
"23082510";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(55,65]";"Divorcee";"Employee";5
"23082610";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(25,35]";"Single";"Employee";5
"23082710";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"F";"(35,45]";"Married";"Employee";9
"23082910";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(45,55]";"Married";NA;1
"23083110";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"2";"F";"(55,65]";"Married";"Employee";9
"23083210";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"4";"F";"(45,55]";"Married";"Employee";13
"23083310";"0";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"1";"M";"(55,65]";"Remarried";"Management";11
"23083510";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(65,75]";"Single";"Foreman";8
"23083610";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"4";"F";"(35,45]";"Married";"Management";14
"23083710";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"2";"M";"(55,65]";"Married";"Management";13
"23083810";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"F";"(65,75]";"Widower";"Employee";3
"23083910";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"3";"M";"(65,75]";"Married";"Foreman";7
"23084110";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"4";"M";"(45,55]";"Married";"Management";13
"23084210";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"F";"(35,45]";"Married";"Employee";12
"23084410";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"F";"(25,35]";"Single";"Employee";16
"23084510";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"4";"F";"(45,55]";"Single";"Management";12
"23084610";"0";"1";"1";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"4";"M";"[15,25]";"Single";"Employee";9
"23084810";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(45,55]";"Married";"Management";7
"23084910";"1";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"3";"M";"(35,45]";"Single";"Other";10
"23085010";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1";"0";"1";"F";"(45,55]";"Married";"Employee";6
"23085310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"M";"(45,55]";"Married";"Unskilled worker";3
"23085610";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"3";"M";"[15,25]";"Single";"Manual labourer";6
"23085710";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(75,85]";"Married";"Technician";2
"23085810";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"3";"F";"(75,85]";"Widower";"Manual labourer";8
"23085910";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"F";"(45,55]";"Divorcee";"Employee";3
"23086010";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"F";"(35,45]";"Married";"Employee";5
"23086410";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"F";"[15,25]";"Single";NA;6
"23086610";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"2";"F";"(55,65]";"Married";"Employee";11
